HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Avg_DY23_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
J9271,"Injection, pembrolizumab, 1 mg",Keytruda,Pembrolizumab,2673563659.9,60937815.0,293747,49749,43.873638396,9101.5862628,53741.053286,0,3501098225.1,77275004.6,355708,58703,45.306994716,9842.6187352,59640.873977,0,3966530837.1,85837941.0,373954,62830,46.209529153,10607.00203,63131.160864,0,4935971049.1,94600572.0,407389,67022,52.176968329,12116.11273,73647.027082,0,5433584762.6,100720022.0,431397,71411,53.947414375,12595.323478,76088.904548,0,55.1385,0.0339315622,0.0530324287
J0178,"Injection, aflibercept, 1 mg",Eylea,Aflibercept,2911695143.0,3123794.0,1391408,268386,932.10216263,2092.6249835,10848.908449,0,3013346116.4,3269515.0,1435471,284534,921.64927105,2099.2037571,10590.4606,0,3415890772.0,3758278.0,1635603,309699,908.89784417,2088.4595908,11029.711985,0,3541909703.7,3933700.1,1698624,338615,900.40155926,2085.1640526,10459.990561,0,3148337300.8,3626517.1,1561204,339144,868.14351456,2016.6085283,9283.18738,0,883.94725,-0.035826287,-0.017614367
J0897,"Injection, denosumab, 1 mg",Prolia*,Denosumab*,1605325830.0,91766368.0,1192363,589773,17.493618468,1346.3398562,2721.9384916,0,1627019054.6,88874535.3,1161292,588274,18.306920527,1401.0421622,2765.7504064,0,1780811014.6,92793533.6,1241745,629724,19.191111121,1434.1197385,2827.9230499,0,2003916528.4,93824328.5,1280103,657400,21.358176077,1565.4338193,3048.2454037,0,2190209345.5,94727783.6,1311530,680070,23.121087207,1669.9651137,3220.5645677,0,23.6235,0.0825403407,0.0722156709
J9144,"Injection, daratumumab, 10 mg and hyaluronidase-fihj",Darzalex Faspro,Daratumumab-Hyaluronidase-Fihj,,,,,,,,,,,,,,,,,1046702029.9,23552901.0,121256,12490,44.44047168,8632.166902,83803.204953,0,1576370370.5,34850987.0,182181,17976,45.231728173,8652.7704346,87693.055771,0,2075948084.2,43751624.0,228937,22480,47.448480637,9067.7701035,92346.445026,0,48.35625,0.0490087943,0.0332890456
J9299,"Injection, nivolumab, 1 mg",Opdivo,Nivolumab,1782421165.2,71952347.0,212737,29916,24.772244958,8378.5197931,59580.865263,0,1586651123.8,62075686.0,175305,25355,25.559945061,9050.8035926,62577.44523,0,1573611852.5,60628423.0,173365,25426,25.955018697,9076.8716439,61889.870705,0,1849938540.1,64287344.7,181918,26957,28.776091916,10169.079146,68625.534744,0,1910233910.4,64608748.0,181559,27383,29.56618058,10521.284599,69759.847732,0,30.19875,0.0274564269,0.0452194069
Q4262,"Dual layer impax membrane, per square centimeter","Dual layer impax membrane, per square centimeter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411271026.5,1198110.8,35828,5064,1177.9136174,39390.170438,278687.01155,0,1006.323,,
J2777,"Injection, faricimab-svoa, 0.1 mg",Vabysmo,Faricimab-Svoa,,,,,,,,,,,,,,,,,,,,,,,,,169912032.01,4556170.0,67427,37957,37.292733153,2519.9405581,4476.4347027,0,1296917272.6,35624519.5,510643,112159,36.405186395,2539.7729385,11563.202887,0,37.189,-0.023799456,-0.023799456
J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Orencia*,Abatacept*,920283164.38,18335138.0,241967,29035,50.192322762,3803.3416308,31695.648851,0,1023005571.9,19061499.0,251059,29767,53.668684288,4074.7615974,34367.103567,0,988943741.63,20110414.6,265060,31429,49.175701312,3731.0184171,31465.962698,0,903326016.59,20878083.6,276427,31922,43.266711347,3267.8646319,28297.914184,0,902527109.82,21382189.0,283648,32541,42.209294372,3181.8560674,27735.076052,0,43.0575,-0.024439504,-0.042381121
J9022,"Injection, atezolizumab, 10 mg",Tecentriq,Atezolizumab,463609096.18,6509813.0,53255,9954,71.216960638,8705.4566929,46575.155333,0,624194083.89,8710906.0,71233,12416,71.656620321,8762.709473,50273.363715,0,656074898.54,9137003.0,73736,12580,71.804168012,8897.6198674,52152.21769,0,777758574.63,9835802.0,77721,12812,79.07424068,10007.058255,60705.477258,0,755223832.3,9439186.0,74127,11799,80.009423726,10188.242237,64007.444046,0,81.7905,0.0118266459,0.0295309969
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g., liquid), 500 mg",Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,359234157.54,9775563.0,123267,19400,36.748180902,2914.2767938,18517.224615,0,389406039.09,10444674.0,130725,16685,37.282737507,2978.8184287,23338.689787,0,504586233.4,12283366.0,148968,18538,41.078824273,3387.2122429,27219.022192,0,631535232.5,14307736.0,170023,21652,44.139424469,3714.4105944,29167.524132,0,740159848.0,16547904.3,197858,24856,44.728313301,3740.8638923,29777.914709,0,45.636,0.0133415612,0.0503563586
J9173,"Injection, durvalumab, 10 mg",Imfinzi,Durvalumab,449585633.2,6220013.5,70913,8927,72.280491546,6339.9607011,50362.45471,0,505845757.79,6817535.0,76248,9161,74.197750036,6634.2167374,55217.307913,0,453544571.62,6457397.0,64340,9073,70.236439175,7049.1851355,49988.379987,0,562741220.74,7418489.0,64254,10517,75.856582215,8758.072972,53507.770347,0,738581821.37,9514036.0,75204,13192,77.63075748,9821.0443776,55987.099861,0,79.24475,0.0233885473,0.0180126663
J3380,"Injection, vedolizumab, 1 mg",Entyvio,Vedolizumab,333606943.19,18697328.0,62170,11480,17.842492959,5366.0438023,29059.838257,0,434494106.8,23570855.0,78251,13756,18.433531868,5552.5693831,31585.788514,0,526528196.47,27759023.1,92268,15742,18.967821547,5706.5092607,33447.350811,0,673755474.59,31217957.0,103942,17466,21.582305165,6482.0330048,38575.259051,0,727761504.54,33580269.0,111820,18640,21.672295256,6508.3303929,39042.999171,0,22.127,0.0041696237,0.0498139603
J2350,"Injection, ocrelizumab, 1 mg",Ocrevus,Ocrelizumab,623281824.87,11211884.0,22782,11806,55.591176726,27358.520976,52793.649405,0,618776536.6,11222845.0,21157,11901,55.135443517,29246.894011,51993.659071,0,608203406.64,11909212.0,21970,12327,51.069995785,27683.359428,49339.126036,0,693652843.92,12044961.0,22094,12317,57.588633448,31395.530186,56316.704061,0,697178191.24,12001443.0,21842,12154,58.091197137,31919.155354,57362.036469,0,60.14575,0.0087267862,0.0110581047
90677,"Pneumococcal conjugate vaccine, 20 valent (pcv20), for intramuscular use",Prevnar 20,Pneumoc 20-Val Conj-Dip Crm/PF,,,,,,,,,,,,,,,,,314629.93,1217.0,1213,1209,258.52911257,259.38164056,260.23980976,0,340356341.09,1258415.5,1258424,1252600,270.46419969,270.46237285,271.71989549,0,573754810.0,2098732.5,2098703,2084021,273.3815815,273.38542424,275.311434,0,287.427175,0.0107865729,0.0283238252
91322,Sarscov2 vac 50 mcg/0.5ml im,Spikevax 2023-2024,Covid Vac 23-24(12up)(Andu)/PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509003634.92,3845043.5,3624074,3617850,132.37916162,140.45067372,140.69229927,0,145.92,,
J9312,"Injection, rituximab, 10 mg",Rituxan,Rituximab,1738162046.6,20079344.2,243204,70218,86.564682058,7146.9303408,24753.795987,0,1295906200.4,15170453.8,180723,56480,85.423034638,7170.6766733,22944.51488,0,765560205.64,9456541.3,110130,36383,80.955624404,6951.4229151,21041.700949,0,579169245.2,7044601.3,80946,27486,82.214623729,7155.0076001,21071.427097,0,483730046.5,6126555.7,70219,23994,78.956279872,6888.8768923,20160.458719,0,81.041,-0.039632169,-0.022736936
Q4236,"Carepatch, per square centimeter","Carepatch, per square centimeter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481649188.42,398934.0,20735,3489,1207.3405336,23228.800985,138047.91872,0,1111.365,,
J1303,"Injection, ravulizumab-cwvz, 10 mg",Ultomiris,Ravulizumab-Cwvz,20963334.39,94872.0,373,187,220.96439824,56201.968874,112103.39246,0,146656849.17,652213.5,2487,427,224.86018638,58969.380446,343458.66316,0,177654131.06,789107.0,2892,510,225.13313285,61429.505899,348341.43345,0,263257392.35,1196370.0,4499,916,220.04680187,58514.645999,287398.89995,0,471519421.91,2178325.0,8301,1433,216.45962926,56802.725203,329043.5603,0,222.1375,-0.016301862,-0.005136148
J9358,"Injection, fam-trastuzumab deruxtecan-nxki, 1 mg",Enhertu,Fam-Trastuzumab Deruxtecn-Nxki,,,,,,,,,37181509.47,1547669.0,4188,864,24.024199923,8878.1063682,43034.154479,0,109118974.39,4536106.0,11566,1904,24.055649138,9434.4608672,57310.385709,0,257875574.7,10474847.5,26664,4841,24.618551697,9671.3011814,53269.071411,0,464747798.58,18239702.0,47184,7105,25.480010506,9849.690543,65411.372073,0,26.01975,0.0349922619,0.0198044197
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g., liquid), 500 mg",Gammaked*,Immune Globul G/Gly/Iga Avg 46*,385605110.03,11019449.0,123287,18161,34.993138952,3127.7029211,21232.59237,0,385887728.83,10442170.0,116998,14286,36.954744927,3298.2420967,27011.600786,0,423591151.08,10102240.0,113006,13442,41.930418509,3748.3952275,31512.50938,0,426696863.04,9778318.9,110131,13099,43.637036939,3874.4482756,32574.766245,0,463001994.63,9660777.0,109672,13164,47.925958195,4221.6973761,35171.831862,0,48.85025,0.0982862622,0.0817999968
J9228,"Injection, ipilimumab, 1 mg",Yervoy,Ipilimumab,316603184.86,2360517.0,14788,5784,134.12450953,21409.466112,54737.756719,0,366039293.26,2612272.0,17600,6929,140.12296318,20797.687117,52827.145802,0,408091302.66,2870155.0,20802,7687,142.18441257,19617.887831,53088.500411,0,443655803.03,2814404.0,21205,7733,157.63756839,20922.226033,57371.757795,0,459107359.85,2820201.0,22056,8052,162.79242503,20815.531368,57017.804254,0,166.92875,0.0327006861,0.0496185839
J3111,"Injection, romosozumab-aqqg, 1 mg",Evenity (2 Syringes),Romosozumab-Aqqg,11989056.54,1364830.0,6931,3251,8.784285618,1729.7729823,3687.8057644,0,118098743.63,13130654.0,63882,11261,8.9941250169,1848.7014124,10487.411742,0,195888958.64,21387556.1,103241,19410,9.159015538,1897.395014,10092.166854,0,297475909.62,31580652.7,151918,28012,9.4195617946,1958.1347149,10619.588377,0,451203842.33,45313876.8,217549,39629,9.9572994896,2074.0331711,11385.698411,0,10.142,0.0570873366,0.0318314962
J0896,"Injection, luspatercept-aamt, 0.25 mg",Reblozyl,Luspatercept-Aamt,,,,,,,,,108401651.49,2801934.0,7250,1567,38.688153072,14951.95193,69177.824818,0,266191359.37,7305203.0,18081,2412,36.43859854,14722.159138,110361.2601,0,332954780.97,8981104.5,21716,2761,37.072810028,15332.233421,120592.09742,0,451098388.41,11855983.0,28669,4090,38.04816424,15734.709561,110293.0045,0,38.82875,0.0263091525,-0.005544769
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",Sandostatin Lar Depot,"Octreotide Acetate,mi-Spheres",432267203.8,2414600.0,82854,9986,179.0222827,5217.2158713,43287.322632,0,445230562.01,2412753.0,82647,9807,184.53217632,5387.1351895,45399.261957,0,432652274.02,2361330.0,81326,9465,183.22397717,5319.9748422,45710.75267,0,457928102.96,2264979.0,78093,9130,202.17763739,5863.8815638,50156.418725,0,446769581.16,2210951.0,76372,8966,202.07122689,5849.9133342,49829.308628,0,206.36375,-0.000526322,0.0307405148
J0585,"Injection, onabotulinumtoxina, 1 unit",Botox*,Onabotulinumtoxina*,366686027.69,63781806.0,344432,146207,5.7490693771,1064.6108018,2507.9922828,0,330751076.85,56975008.6,306674,135255,5.8051957337,1078.5103297,2445.3889087,0,366441060.67,63269009.7,340694,143146,5.7917938404,1075.5723924,2559.9112841,0,414805768.37,68256126.8,363985,150713,6.0771946464,1139.6232492,2752.2892409,0,444518571.28,71757807.9,379600,156945,6.1947066708,1171.0183648,2832.3206937,0,6.3285,0.0193365576,0.0188395592
91320,Sarscv2 vac 30mcg trs-suc im,Comirnaty 2023-2024,Covid Vac 23-24(12up)(Raxt)/PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439648107.11,3483633.0,3483473,3477245,126.20391043,126.20970712,126.43575794,0,131.1,,
90662,"Influenza vaccine split virus, preservative free",Fluzone High-Dose 2017-2018*,Flu Vacc TS2017-18(65yr Up)/PF*,428151655.8,8274233.0,8263912,8149914,51.745177566,51.809803372,52.534499849,0,473373374.9,8280408.7,8270242,8112063,57.16787565,57.238152753,58.354252783,0,477053148.12,7674493.7,7674248,7631960,62.160862562,62.162852714,62.507291458,0,541191611.53,8178440.9,8168347,8069863,66.172956208,66.254728347,67.063296059,0,428126151.99,6190009.4,6189923,6134456,69.164055227,69.16502063,69.790402278,0,70.8065,0.0452012301,0.0752331411
Q4217,"Woundfix, biowound, woundfix plus, biowound plus, woundfix xplus or biowound xplus, per square centimeter","Woundfix, biowound, woundfix plus, biowound plus, woundfix xplus or biowound xplus, per square centimeter",,,,,,,,,,14973.18,29.0,20,,516.31655172,748.659,,1,38519587.47,94909.0,2731,657,405.85811114,14104.57249,58629.509087,0,154896552.32,256670.0,9779,2208,603.48522352,15839.712887,70152.424058,1,420203627.43,329558.9,14865,2511,1275.0486406,28267.987045,167345.13239,0,784.23,1.1128083852,0.351668631
J2357,"Injection, omalizumab, 5 mg",Xolair,Omalizumab,400228931.94,11945163.7,188460,17926,33.505520895,2123.6810567,22326.728324,0,399808936.82,11612648.5,189704,17884,34.428746967,2107.5408891,22355.677523,0,401920803.09,11610212.0,192502,17789,34.617869432,2087.8785835,22593.782848,0,419951871.46,11380756.0,189527,18023,36.900173544,2215.7891565,23300.886171,0,419776545.2,11158845.0,186817,17787,37.61827906,2246.9932886,23600.18807,0,38.64625,0.0194607626,0.0293679389
J1300,"Injection, eculizumab, 10 mg",Soliris,Eculizumab,534927999.87,2683148.0,21014,1585,199.3658195,25455.791371,337494.00623,0,610453125.08,3001788.0,22955,1652,203.36317058,26593.470925,369523.68346,0,642451165.87,3123579.0,24343,1645,205.67789893,26391.618365,390547.8212,0,616117828.09,2775813.0,21641,1514,221.95941445,28469.933371,406947.04629,0,416257912.09,1894083.0,15010,1106,219.76751393,27732.039446,376363.39249,0,226.07525,-0.009875231,0.0246562614
J3262,"Injection, tocilizumab, 1 mg",Actemra*,Tocilizumab*,259030714.3,55784060.1,102513,13188,4.6434539515,2526.8084467,19641.394776,0,282175319.66,56792764.4,104501,13490,4.9685082711,2700.216454,20917.369878,0,288597502.62,54827761.3,102379,13804,5.2637112254,2818.9130839,20906.802566,0,344023635.34,59552938.1,113890,15085,5.776770153,3020.6658648,22805.676854,0,415957927.16,70950147.5,138597,17757,5.8626788219,3001.2044067,23425.011385,0,5.98675,0.0148714016,0.0600192201
J0717,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Cimzia,Certolizumab Pegol,439327657.6,57113555.0,146775,18236,7.692178461,2993.2049573,24091.229305,0,508507631.58,64017717.0,164305,19566,7.9432328332,3094.90053,25989.350484,0,500152674.69,70782510.0,181136,21410,7.0660488684,2761.1997322,23360.704096,0,431810727.45,76474679.0,195435,22825,5.6464536118,2209.4851355,18918.323218,0,401173238.97,81652709.0,208476,24332,4.9131650852,1924.313777,16487.474888,0,5.00125,-0.129867095,-0.106019592
J9047,"Injection, carfilzomib, 1 mg",Kyprolis,Carfilzomib,276259802.78,8303473.0,91177,5815,33.270392134,3029.9286309,47508.134614,0,293479656.01,8473557.0,89770,5963,34.634765071,3269.2397907,49216.779475,0,308197166.65,8459642.0,84367,5799,36.431466798,3653.0535239,53146.605734,0,366748276.09,8836222.0,85258,5990,41.505099814,4301.6288922,61226.757277,0,401138105.47,8908079.6,85196,6061,45.030817357,4708.4147785,66183.485476,0,45.9405,0.0849466104,0.078606362
J1745,"Injection, infliximab, excludes biosimilar, 10 mg",Infliximab*,Infliximab*,908399397.06,14235908.7,278192,48144,63.810425889,3265.3685119,18868.382292,0,663503635.08,13433751.5,257344,44298,49.390792667,2578.2751301,14978.184909,0,512621924.3,13002343.6,246483,41903,39.425348235,2079.7455577,12233.537558,0,439364164.66,12335096.2,232563,39798,35.619030248,1889.2264232,11039.855386,0,389681976.65,11831066.8,221413,38091,32.937179989,1759.9778543,10230.290007,0,33.61225,-0.075292624,-0.152384885
J2778,"Injection, ranibizumab, 0.1 mg",Lucentis,Ranibizumab,1266885468.7,3602573.6,673626,130794,351.66123149,1880.6956215,9686.1130381,0,1113124781.2,3337233.0,611466,120692,333.54721746,1820.4197472,9222.8547141,0,1044929993.3,3331899.0,604786,114432,313.61394608,1727.7681582,9131.4491868,0,795501258.49,2844896.0,513440,102227,279.62402088,1549.3558322,7781.7138182,0,386040635.29,1687121.5,304178,71182,228.81614353,1269.1274033,5423.2900915,0,229.70075,-0.181700689,-0.101867231
90694,"Influenza vaccine, quadrivalent inactivated, 0.5 ml dosage",Fluad Quad 2020-2021*,Flu Vacc QS2020(65up)/Mf59c/PF*,,,,,,,,,255039020.73,4386116.5,4386133,4384684,58.146887054,58.146668314,58.165883957,0,269257212.64,4248367.0,4248353,4239703,63.378990713,63.379199572,63.508508176,0,288658006.29,4269239.5,4269198,4232563,67.613448786,67.614106043,68.199340752,0,385519687.84,5262097.0,5262074,5233085,73.263508415,73.263828643,73.669678181,0,73.10125,0.0835641389,0.0800745867
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g., liquid), 500 mg",Privigen,Immun Glob G(Igg)/Pro/Iga 0-50,330076570.97,9476077.0,107043,16419,34.832618073,3083.5885669,20103.329738,0,334426940.13,9358580.0,106503,13707,35.73479525,3140.0706096,24398.259293,0,311732182.49,8323213.0,94781,12064,37.453346741,3288.9733437,25839.869238,0,339372820.27,7604636.0,86591,10844,44.627095928,3919.2620511,31295.907439,0,377084755.13,8108182.0,93420,11655,46.506695968,4036.4456768,32353.904344,0,47.58525,0.0421179107,0.0749353424
J1930,"Injection, lanreotide, 1 mg",Somatuline Depot,Lanreotide Acetate,263154565.74,4740234.0,39739,4884,55.515100255,6622.0731709,53880.951216,0,340276002.16,5512272.0,46094,5478,61.730626166,7382.2189908,62116.831355,0,398958476.14,6407420.0,53477,6260,62.265073327,7460.3750424,63731.385965,0,450101469.17,7022323.0,58665,6785,64.095808349,7672.4020996,66337.725744,0,368405923.16,6683559.0,56081,6804,55.121219572,6569.1753564,54145.491352,0,56.079,-0.140018341,-0.001778494
J1602,"Injection, golimumab, 1 mg, for intravenous use",Simponi Aria,Golimumab,347293424.43,16371686.8,91632,20601,21.21305084,3790.0888819,16858.085745,0,359695134.41,18738441.6,104317,22918,19.195573575,3448.0969968,15694.874527,0,370063974.76,22187740.8,122918,26875,16.678758694,3010.6573062,13769.822317,0,374047498.47,25401797.4,141220,30110,14.725237454,2648.6864358,12422.700049,0,364677329.01,27568776.8,153644,32460,13.227911113,2373.5214457,11234.668177,0,13.4785,-0.10168436,-0.111367825
J3245,"Injection, tildrakizumab, 1 mg",Ilumya,Tildrakizumab-Asmn,15771056.82,119490.0,1249,555,131.98641577,12626.947014,28416.318595,0,66825098.4,496376.0,5033,1742,134.6259658,13277.388913,38361.135706,0,144583755.7,1079400.9,10889,3590,133.94815189,13277.964524,40274.026657,0,251905420.08,1863466.0,18733,5750,135.18111953,13447.147818,43809.638275,0,344295529.7,2505612.0,25178,7596,137.40975446,13674.45904,45325.899118,0,138.545,0.0164862885,0.0101179346
Q4205,"Membrane graft or membrane wrap, per square centimeter","Membrane graft or membrane wrap, per square centimeter",,,,,,,,,,2348892.04,6461.0,278,93,363.54930197,8449.2519424,25256.903656,0,22246219.46,64125.0,3134,788,346.91960172,7098.3469879,28231.24297,0,12611548.47,36192.0,2047,571,348.4623251,6160.9909477,22086.774904,0,339371274.49,238289.1,12977,3176,1424.1997409,26151.751136,106854.93529,0,1484.0,3.0870981979,0.576410053
Q4253,"Zenith amniotic membrane, per square centimeter","Zenith amniotic membrane, per square centimeter",,,,,,,,,,,,,,,,,,1738542.55,2973.0,151,58,584.77717793,11513.526821,29974.871552,0,468155263.53,521699.6,22332,4090,897.36557883,20963.427527,114463.38962,0,332627601.44,414382.5,15242,3474,802.70668148,21823.094177,95747.726379,0,682.38666667,-0.105485322,0.1716104359
J2796,"Injection, romiplostim, 10 micrograms",NPlate,Romiplostim,234155214.68,3532785.5,79268,4516,66.2806204,2953.9689998,51850.136112,0,232041197.01,3314914.0,79226,4622,69.999160464,2928.8516019,50203.634143,0,248357391.99,3321767.8,82730,4961,74.766632391,3002.023353,50061.961699,0,283987978.76,3357690.4,83240,5256,84.578369334,3411.6768232,54031.198394,0,323220820.43,3528680.5,86562,5764,91.598210841,3733.9805045,56075.784252,0,93.2685,0.082998071,0.084239204
J9177,"Injection, enfortumab vedotin-ejfv, 0.25 mg",Padcev,Enfortumab Vedotin-Ejfv,,,,,,,,,63345399.9,2267598.0,6246,890,27.935021948,10141.754707,71174.606629,0,154355577.11,5311452.0,14703,1664,29.060900317,10498.236898,92761.76509,0,189323880.14,6136174.0,17420,1910,30.853733962,10868.190594,99122.450335,0,311587695.9,9340444.0,26559,3261,33.358981211,11731.906167,95549.738086,0,33.8145,0.0811975384,0.0609329081
J9306,"Injection, pertuzumab, 1 mg",Perjeta,Pertuzumab,298536428.23,27250192.0,58194,8055,10.955388066,5130.0207621,37062.250556,0,303275857.84,26326698.0,56004,7710,11.519707403,5415.2535147,39335.390122,0,299033794.08,24892856.0,53085,7456,12.012835895,5633.1128206,40106.463798,0,317335124.37,23302177.0,49800,6919,13.618260833,6372.1912524,45864.304722,0,308718218.73,21139991.0,45188,6310,14.603517037,6831.8628558,48925.232762,0,14.906,0.0723481666,0.0745024843
J9332,"Injection, efgartigimod alfa-fcab, 2mg",Vyvgart,Efgartigimod Alfa-Fcab,,,,,,,,,,,,,,,,,,,,,,,,,84680123.61,2754878.0,4923,879,30.738248158,17200.918873,96336.886928,0,297337987.91,9552460.0,17378,1653,31.126849828,17110.023473,179877.79063,0,31.741,0.0126422842,0.0126422842
J1559,"Injection, immune globulin (hizentra), 100 mg",Hizentra,Immun Glob G(Igg)/Pro/Iga 0-50,166624866.73,16578255.0,43427,4131,10.050808528,3836.8956347,40335.237649,0,201614093.17,19061879.0,48836,4389,10.57682158,4128.3908013,45936.225375,0,222552652.67,19776942.0,49523,4551,11.253137754,4493.9250988,48901.923241,0,270102517.68,22651517.0,54350,4823,11.924257333,4969.6875378,56003.010093,0,294399331.17,23602224.0,54772,4993,12.473372474,5374.9969176,58962.413613,0,12.69325,0.0460502593,0.0554695849
J9264,"Injection, paclitaxel protein-bound particles, 1 mg",Abraxane*,Paclitaxel Protein-Bound*,313240116.43,28635711.0,120029,17852,10.938793049,2609.7036252,17546.499912,0,339499319.33,28824722.0,120978,17959,11.77806049,2806.2897331,18904.13271,0,333905536.92,26883943.5,114172,16663,12.42025884,2924.5834085,20038.740738,0,324160700.17,24040894.0,101946,15213,13.483720704,3179.7294663,21308.137788,0,283940702.72,23053742.0,96240,14649,12.316469175,2950.3398038,19382.941001,0,12.65,-0.086567466,0.0300995669
J3241,"Injection, teprotumumab-trbw, 10 mg",Tepezza,Teprotumumab-Trbw,,,,,,,,,65401279.06,220652.0,1384,470,296.40011901,47255.259436,139151.65757,0,302693259.24,959146.0,6448,1163,315.58621862,46943.743679,260269.35446,0,308126857.97,981308.9,6454,1210,313.99578458,47741.998446,254650.29584,0,273505773.29,864700.0,5784,1057,316.30134531,47286.613639,258756.64455,0,326.469,0.0073426487,0.021898014
J9119,"Injection, cemiplimab-rwlc, 1 mg",Libtayo,Cemiplimab-Rwlc,30585393.47,1136007.0,3176,1080,26.923595955,9630.1616719,28319.808769,0,155476304.89,5716845.0,15748,2442,27.19617287,9872.765106,63667.61052,0,179470040.87,6543761.0,17945,2704,27.426130152,10001.116794,66372.056535,0,203832303.93,7542988.0,20727,3187,27.022753308,9834.1440599,63957.422005,0,270188134.21,10205461.0,28378,4463,26.474858334,9521.0421527,60539.577461,0,27.055,-0.02027532,-0.004193068
J2182,"Injection, mepolizumab, 1 mg",Nucala,Mepolizumab,167412274.21,6109716.0,57764,7248,27.400991177,2898.2112425,23097.719952,0,189665581.83,7060694.0,65808,7853,26.862172731,2882.105243,24151.990555,0,210518708.05,7926146.0,72467,8141,26.560034101,2905.0286068,25859.072356,0,232903955.4,8221630.0,74024,8541,28.328197134,3146.3303172,27268.932842,0,255126934.38,8791559.0,78137,8872,29.019532756,3265.1232371,28756.417311,0,29.73375,0.0244045048,0.0144509091
J9298,"Injection, nivolumab and relatlimab-rmbw, 3 mg/1 mg",Opdualag,Nivolumab-Relatlimab-Rmbw,,,,,,,,,,,,,,,,,,,,,,,,,42513402.1,240968.0,1560,680,176.42758416,27252.180833,62519.708971,0,253917665.05,1424955.0,9491,2035,178.19346228,26753.520709,124775.26538,0,181.99225,0.0100090818,0.0100090818
J2507,"Injection, pegloticase, 1 mg",Krystexxa,Pegloticase,112717932.65,49777.0,6070,829,2264.4581363,18569.67589,135968.55567,0,142198168.11,56167.0,6932,858,2531.7031016,20513.296034,165732.13066,0,160197748.46,59022.0,7234,907,2714.2039995,22145.113141,176623.75795,0,201220452.99,68476.0,8541,973,2938.5544277,23559.355227,206804.16546,0,246712914.63,79527.0,9933,1081,3102.2535067,24837.70408,228226.56302,0,3243.084,0.0557073497,0.0818778941
J7170,"Injection, emicizumab-kxwh, 0.5 mg",Hemlibra,Emicizumab-Kxwh,95734819.66,1731499.4,2544,239,55.290125807,37631.611502,400564.099,1,147878934.4,2621301.6,3760,313,56.414315087,39329.50383,472456.65942,1,178638412.82,3214322.0,4344,358,55.575767711,41123.023209,498989.97994,1,203557787.27,3810586.0,4717,397,53.419024599,43154.078285,512740.01831,0,233254206.46,4489264.0,5496,446,51.95822889,42440.721699,522991.4943,0,50.52925,-0.027345982,-0.015418457
J0517,"Injection, benralizumab, 1 mg",Fasenra*,Benralizumab*,129927573.05,789527.0,27085,6319,164.56381232,4797.0305723,20561.413681,0,180879417.32,1069656.0,36507,7670,169.10054945,4954.6502676,23582.714123,0,197482083.69,1214610.9,41352,8456,162.58876294,4775.6356087,23354.078014,0,216900354.25,1321482.0,45146,9158,164.13417228,4804.4201978,23684.249208,0,231829728.79,1404656.0,48080,9599,165.04377498,4821.7497668,24151.445858,0,169.21175,0.0055418241,0.0007283476
